"Subject_Id"|"Activity_Id"|"acclmtr_time_domain_body_signal_x_axis_mean"|"acclmtr_time_domain_body_signal_y_axis_mean"|"acclmtr_time_domain_body_signal_z_axis_mean"|"acclmtr_time_domain_body_signal_x_axis_stddev"|"acclmtr_time_domain_body_signal_y_axis_stddev"|"acclmtr_time_domain_body_signal_z_axis_stddev"|"acclmtr_time_domain_gravity_signal_x_axis_mean"|"acclmtr_time_domain_gravity_signal_y_axis_mean"|"acclmtr_time_domain_gravity_signal_z_axis_mean"|"acclmtr_time_domain_gravity_signal_x_axis_stddev"|"acclmtr_time_domain_gravity_signal_y_axis_stddev"|"acclmtr_time_domain_gravity_signal_z_axis_stddev"|"acclmtr_time_domain_jerk_signal_x_axis_mean"|"acclmtr_time_domain_jerk_signal_y_axis_mean"|"acclmtr_time_domain_jerk_signal_z_axis_mean"|"acclmtr_time_domain_jerk_signal_x_axis_stddev"|"acclmtr_time_domain_jerk_signal_y_axis_stddev"|"acclmtr_time_domain_jerk_signal_z_axis_stddev"|"gyroscope_time_domain_body_signal_x_axis_mean"|"gyroscope_time_domain_body_signal_y_axis_mean"|"gyroscope_time_domain_body_signal_z_axis_mean"|"gyroscope_time_domain_body_signal_x_axis_stddev"|"gyroscope_time_domain_body_signal_y_axis_stddev"|"gyroscope_time_domain_body_signal_z_axis_stddev"|"gyroscope_time_domain_jerk_signal_x_axis_mean"|"gyroscope_time_domain_jerk_signal_y_axis_mean"|"gyroscope_time_domain_jerk_signal_z_axis_mean"|"gyroscope_time_domain_jerk_signal_x_axis_stddev"|"gyroscope_time_domain_jerk_signal_y_axis_stddev"|"gyroscope_time_domain_jerk_signal_z_axis_stddev"|"acclmtr_time_domain_body_signal_magnitude_mean"|"acclmtr_time_domain_body_signal_magnitude_stddev"|"acclmtr_time_domain_gravity_signal_magnitude_mean"|"acclmtr_time_domain_gravity_signal_magnitude_stddev"|"acclmtr_time_domain_jerk_signal_magnitude_mean"|"acclmtr_time_domain_jerk_signal_magnitude_stddev"|"gyroscope_time_domain_body_signal_magnitude_mean"|"gyroscope_time_domain_body_signal_magnitude_stddev"|"gyroscope_time_domain_jerk_signal_magnitude_mean"|"gyroscope_time_domain_jerk_signal_magnitude_stddev"|"acclmtr_frqncy_domain_body_signal_x_axis_mean"|"acclmtr_frqncy_domain_body_signal_y_axis_mean"|"acclmtr_frqncy_domain_body_signal_z_axis_mean"|"acclmtr_frqncy_domain_body_signal_x_axis_stddev"|"acclmtr_frqncy_domain_body_signal_y_axis_stddev"|"acclmtr_frqncy_domain_body_signal_z_axis_stddev"|"acclmtr_frqncy_domain_jerk_signal_x_axis_mean"|"acclmtr_frqncy_domain_jerk_signal_y_axis_mean"|"acclmtr_frqncy_domain_jerk_signal_z_axis_mean"|"acclmtr_frqncy_domain_jerk_signal_x_axis_stddev"|"acclmtr_frqncy_domain_jerk_signal_y_axis_stddev"|"acclmtr_frqncy_domain_jerk_signal_z_axis_stddev"|"gyroscope_frqncy_domain_body_signal_x_axis_mean"|"gyroscope_frqncy_domain_body_signal_y_axis_mean"|"gyroscope_frqncy_domain_body_signal_z_axis_mean"|"gyroscope_frqncy_domain_body_signal_x_axis_stddev"|"gyroscope_frqncy_domain_body_signal_y_axis_stddev"|"gyroscope_frqncy_domain_body_signal_z_axis_stddev"|"acclmtr_frqncy_domain_body_signal_magnitude_mean"|"acclmtr_frqncy_domain_body_signal_magnitude_stddev"|"acclmtr_frqncy_domain_jerk_signal_magnitude_mean"|"acclmtr_frqncy_domain_jerk_signal_magnitude_stddev"|"gyroscope_frqncy_domain_body_signal_magnitude_mean"|"gyroscope_frqncy_domain_body_signal_magnitude_stddev"|"gyroscope_frqncy_domain_jerk_signal_magnitude_mean"|"gyroscope_frqncy_domain_jerk_signal_magnitude_stddev"
"55"|10|"LAYING"|0.28023|-0.024294|-0.11717|-0.96828|-0.94645|-0.95947|-0.45307|-0.1393|-0.031122|-0.95453|-0.9667|-0.96305|0.073815|0.015699|0.0071669|-0.97801|-0.96693|-0.97626|-0.019556|-0.077033|0.10472|-0.96171|-0.95366|-0.97194|-0.10031|-0.03888|-0.059074|-0.9659|-0.96662|-0.98395|-0.95678|-0.9403|-0.95678|-0.9403|-0.97623|-0.96756|-0.93759|-0.92747|-0.97083|-0.95963|-0.96918|-0.95434|-0.9643|-0.96797|-0.94623|-0.95981|-0.97901|-0.96804|-0.97259|-0.9789|-0.96812|-0.97858|-0.95379|-0.95467|-0.96976|-0.96454|-0.95345|-0.9753|-0.95085|-0.9443|-0.96856|-0.96538|-0.93769|-0.9337|-0.96098|-0.96077
"56"|10|"SITTING"|0.27061|-0.015043|-0.10425|-0.9829|-0.91798|-0.96783|0.79189|-0.041261|0.20253|-0.97313|-0.93569|-0.9669|0.077537|0.0089788|-0.0049957|-0.98895|-0.98076|-0.98826|-0.043243|-0.067999|0.074596|-0.98887|-0.98437|-0.96045|-0.093156|-0.041122|-0.048941|-0.99233|-0.99258|-0.99026|-0.96076|-0.93967|-0.96076|-0.93967|-0.98805|-0.98521|-0.9442|-0.96306|-0.99371|-0.9917|-0.98494|-0.94045|-0.97464|-0.98224|-0.91284|-0.96612|-0.98937|-0.98096|-0.98606|-0.98955|-0.98205|-0.98911|-0.98648|-0.98618|-0.9654|-0.98971|-0.98358|-0.96242|-0.95528|-0.94151|-0.9859|-0.98327|-0.97446|-0.96246|-0.99219|-0.99141
"57"|10|"STANDING"|0.27665|-0.015542|-0.10796|-0.9784|-0.91956|-0.94127|0.95401|-0.04316|0.034698|-0.99126|-0.97541|-0.95958|0.080978|0.011901|-0.0048584|-0.96431|-0.94133|-0.97643|-0.028185|-0.087682|0.10325|-0.9299|-0.95886|-0.95368|-0.10475|-0.037159|-0.058416|-0.95037|-0.97645|-0.96905|-0.95199|-0.93726|-0.95199|-0.93726|-0.96516|-0.95206|-0.92979|-0.92049|-0.97164|-0.96441|-0.9701|-0.92338|-0.95527|-0.98295|-0.92186|-0.9381|-0.96357|-0.94219|-0.97224|-0.96861|-0.94485|-0.97943|-0.92401|-0.96032|-0.95092|-0.93227|-0.9584|-0.9589|-0.94011|-0.94505|-0.95163|-0.95211|-0.93779|-0.92296|-0.96561|-0.96506
"58"|10|"WALKING"|0.27857|-0.017022|-0.10906|-0.17871|-0.022743|-0.39565|0.96309|-0.083828|0.054928|-0.97444|-0.97111|-0.95786|0.085794|0.0040825|-0.016295|-0.052199|0.07508|-0.51166|0.010689|-0.081954|0.09867|-0.41421|-0.25085|-0.17452|-0.12271|-0.05192|-0.061126|-0.36606|-0.50968|-0.32908|-0.1274|-0.1856|-0.1274|-0.1856|-0.13262|0.037608|-0.15646|-0.40203|-0.44036|-0.50103|-0.11419|0.053391|-0.41218|-0.20637|-0.12978|-0.4353|-0.10794|0.030905|-0.46402|-0.079152|0.048487|-0.55851|-0.27791|-0.34521|-0.10853|-0.45829|-0.20439|-0.27329|-0.093024|-0.37047|0.020519|0.050209|-0.41262|-0.49976|-0.51507|-0.51768
"59"|10|"WALKING_DOWNSTAIRS"|0.2904|-0.020005|-0.11085|0.29573|0.0040792|-0.18356|0.93981|-0.064616|0.041872|-0.93927|-0.937|-0.90209|0.10096|0.010782|0.00015262|0.22328|-0.10502|-0.31819|-0.12484|-0.10674|0.072443|-0.30475|-0.31141|-0.035302|-0.064376|-0.048938|-0.072041|-0.41699|-0.47165|-0.22714|0.25084|0.157|0.25084|0.157|0.050701|0.11088|-0.023847|-0.28038|-0.40185|-0.49411|0.21567|0.0090466|-0.15773|0.32496|-0.063334|-0.26869|0.18142|-0.1195|-0.24068|0.15691|-0.15336|-0.39615|-0.21435|-0.2725|0.039137|-0.33951|-0.34324|-0.15039|0.22012|-0.061674|0.15698|0.038027|-0.31235|-0.38778|-0.4842|-0.54499
"60"|10|"WALKING_UPSTAIRS"|0.26712|-0.014385|-0.11818|-0.16159|-0.0055529|-0.073874|0.93186|-0.056567|0.022753|-0.95922|-0.93704|-0.86475|0.064883|0.026631|-0.051338|-0.18722|-0.1778|-0.60752|0.073345|-0.09546|0.087966|-0.30853|0.041172|-0.32051|-0.15721|-0.037235|-0.036502|-0.42729|-0.60463|-0.48224|-0.026662|-0.21154|-0.026662|-0.21154|-0.26204|-0.22601|0.043857|-0.11306|-0.52346|-0.61827|-0.13941|-0.039069|-0.30121|-0.17196|-0.051628|-0.034235|-0.20121|-0.20687|-0.55323|-0.2476|-0.2028|-0.66289|-0.21852|-0.23586|-0.26276|-0.3413|0.17174|-0.40382|-0.16687|-0.36144|-0.15355|-0.33437|-0.26537|-0.16697|-0.60058|-0.67129
"61"|11|"LAYING"|0.28059|-0.01766|-0.10879|-0.98478|-0.9722|-0.97131|-0.13483|0.94302|0.11262|-0.97957|-0.99077|-0.98419|0.076665|0.012219|0.0027769|-0.98526|-0.97278|-0.98211|-0.019174|-0.04156|0.15202|-0.98084|-0.98244|-0.9599|-0.1023|-0.041239|-0.066696|-0.98172|-0.99085|-0.98655|-0.98062|-0.97289|-0.98062|-0.97289|-0.98333|-0.9765|-0.95252|-0.95471|-0.99064|-0.98448|-0.9838|-0.9714|-0.97358|-0.98532|-0.97359|-0.97167|-0.98488|-0.97388|-0.97956|-0.98712|-0.97349|-0.9833|-0.97619|-0.98264|-0.96143|-0.98242|-0.98266|-0.96318|-0.97399|-0.97604|-0.97694|-0.97513|-0.96709|-0.95485|-0.98598|-0.98357
"62"|11|"SITTING"|0.27659|-0.01492|-0.11284|-0.9828|-0.9214|-0.96837|0.87196|0.21372|0.18853|-0.98807|-0.94979|-0.97166|0.076178|-0.00021384|0.008334|-0.98034|-0.96677|-0.98344|-0.039998|-0.075528|0.076174|-0.98816|-0.98225|-0.95284|-0.094842|-0.039281|-0.05054|-0.9905|-0.98855|-0.98102|-0.96197|-0.94458|-0.96197|-0.94458|-0.97936|-0.97451|-0.95188|-0.95996|-0.98952|-0.98626|-0.98148|-0.9345|-0.97286|-0.98339|-0.92005|-0.96788|-0.98083|-0.96745|-0.98112|-0.98161|-0.96842|-0.98435|-0.98511|-0.98264|-0.95445|-0.98919|-0.98214|-0.9568|-0.95307|-0.94852|-0.97532|-0.97229|-0.9698|-0.96071|-0.98726|-0.98561
"63"|11|"STANDING"|0.27772|-0.017199|-0.10869|-0.99498|-0.96417|-0.98638|0.95646|-0.17308|0.1272|-0.99453|-0.98105|-0.98943|0.07601|0.012413|-0.00074592|-0.99253|-0.97943|-0.99013|-0.029314|-0.076547|0.081059|-0.98024|-0.99421|-0.98064|-0.099519|-0.039599|-0.052473|-0.98669|-0.99557|-0.99066|-0.98485|-0.98031|-0.98485|-0.98031|-0.98924|-0.98885|-0.97998|-0.97707|-0.99343|-0.99258|-0.99381|-0.9687|-0.98767|-0.99557|-0.96351|-0.98596|-0.99239|-0.97929|-0.98846|-0.99341|-0.98119|-0.99038|-0.9783|-0.99403|-0.98076|-0.98101|-0.99435|-0.98231|-0.98226|-0.9815|-0.98864|-0.98802|-0.98258|-0.97744|-0.99298|-0.99228
"64"|11|"WALKING"|0.27182|-0.016648|-0.1061|-0.42284|-0.052212|-0.53063|0.94647|-0.21205|0.13405|-0.9811|-0.96624|-0.96085|0.082971|0.012768|-0.013365|-0.42852|-0.18142|-0.72065|-0.042693|-0.07051|0.084374|-0.59635|-0.49963|-0.43418|-0.09182|-0.051417|-0.034268|-0.54162|-0.73799|-0.55108|-0.28832|-0.48774|-0.28832|-0.48774|-0.40233|-0.40314|-0.4218|-0.55836|-0.63073|-0.75367|-0.39653|-0.083048|-0.6164|-0.4337|-0.096607|-0.52309|-0.45327|-0.2418|-0.69259|-0.45394|-0.17018|-0.74756|-0.51475|-0.59311|-0.39829|-0.62315|-0.45366|-0.49855|-0.45851|-0.58446|-0.39512|-0.41745|-0.61022|-0.59975|-0.75191|-0.77357
"65"|11|"WALKING_DOWNSTAIRS"|0.29161|-0.01781|-0.11107|0.14246|0.070812|-0.32403|0.94175|-0.20032|0.13237|-0.9545|-0.92631|-0.92581|0.089717|0.025227|-0.022521|-0.083421|-0.12682|-0.57971|-0.12507|-0.026278|0.057524|-0.37407|-0.49591|-0.31896|-0.022092|-0.052027|-0.037305|-0.53437|-0.68459|-0.48056|0.12623|0.050774|0.12623|0.050774|-0.19821|-0.12702|-0.19788|-0.33935|-0.59929|-0.67775|0.035194|0.024751|-0.37762|0.17991|0.026278|-0.34863|-0.12046|-0.17748|-0.53023|-0.12834|-0.13044|-0.6289|-0.31878|-0.52825|-0.27346|-0.39772|-0.48113|-0.39722|0.090281|-0.13712|-0.097455|-0.17366|-0.45617|-0.38056|-0.66834|-0.71423
"66"|11|"WALKING_UPSTAIRS"|0.26378|-0.030316|-0.1068|-0.2388|-0.10317|-0.20337|0.89263|-0.34358|0.14663|-0.95346|-0.92436|-0.90693|0.096856|-0.013263|-0.015146|-0.45296|-0.42812|-0.78536|-0.082091|-0.056693|0.063805|-0.50133|-0.28204|-0.69466|-0.064525|-0.071983|-0.046076|-0.66043|-0.80946|-0.77717|-0.13259|-0.28959|-0.13259|-0.28959|-0.50959|-0.49049|-0.25505|-0.37791|-0.75731|-0.80113|-0.35535|-0.25465|-0.55174|-0.19873|-0.088505|-0.1137|-0.49593|-0.45532|-0.76539|-0.45826|-0.43728|-0.80385|-0.47178|-0.58117|-0.67467|-0.51781|-0.15379|-0.72993|-0.33606|-0.37603|-0.47593|-0.5137|-0.5501|-0.38122|-0.79599|-0.82243
"67"|12|"LAYING"|0.26011|-0.01752|-0.10816|-0.95532|-0.94907|-0.94833|-0.37859|0.80338|0.27504|-0.93646|-0.9744|-0.95964|0.08543|0.0077441|-0.0043715|-0.96928|-0.96264|-0.97063|-0.014655|-0.083554|0.14519|-0.96609|-0.95387|-0.95016|-0.09904|-0.041068|-0.067891|-0.9672|-0.9659|-0.96995|-0.9482|-0.93654|-0.9482|-0.93654|-0.96984|-0.96258|-0.93084|-0.93573|-0.97107|-0.96201|-0.95625|-0.95127|-0.95472|-0.95521|-0.95064|-0.94838|-0.96874|-0.96322|-0.96715|-0.97282|-0.9647|-0.97271|-0.95665|-0.95256|-0.94567|-0.96925|-0.95534|-0.95642|-0.94387|-0.94213|-0.96245|-0.96165|-0.9455|-0.94037|-0.96395|-0.96191
"68"|12|"SITTING"|0.27501|-0.015789|-0.10631|-0.98257|-0.92858|-0.93966|0.92623|0.083051|0.088564|-0.9852|-0.96364|-0.95621|0.077128|0.010599|-0.0020458|-0.97649|-0.96405|-0.97911|-0.042416|-0.075198|0.072846|-0.97443|-0.9605|-0.95155|-0.094102|-0.038748|-0.051563|-0.97733|-0.97935|-0.97714|-0.95218|-0.94752|-0.95218|-0.94752|-0.97473|-0.97275|-0.94191|-0.94677|-0.98039|-0.97826|-0.97967|-0.94277|-0.95463|-0.984|-0.92603|-0.93592|-0.97711|-0.96424|-0.97555|-0.97798|-0.96654|-0.98141|-0.96853|-0.96373|-0.95572|-0.97634|-0.95904|-0.95477|-0.95594|-0.95065|-0.97172|-0.97295|-0.95851|-0.94846|-0.97848|-0.97926
"69"|12|"STANDING"|0.27741|-0.0169|-0.10553|-0.98124|-0.92314|-0.92068|0.95732|-0.21887|-0.039538|-0.98531|-0.97048|-0.93953|0.074463|0.010048|-0.0078813|-0.97244|-0.9532|-0.97556|-0.030003|-0.070008|0.074257|-0.88366|-0.94147|-0.95036|-0.097638|-0.040952|-0.048286|-0.95542|-0.9712|-0.97369|-0.94146|-0.93523|-0.94146|-0.93523|-0.96879|-0.96268|-0.8881|-0.85227|-0.96929|-0.96192|-0.97647|-0.93278|-0.94718|-0.98365|-0.92285|-0.91419|-0.97197|-0.95329|-0.97112|-0.97558|-0.95667|-0.97879|-0.89029|-0.94825|-0.9526|-0.88439|-0.93853|-0.95434|-0.94522|-0.93974|-0.96086|-0.96415|-0.90236|-0.85003|-0.96306|-0.96291
"70"|12|"WALKING"|0.27713|-0.015561|-0.10316|-0.1289|-0.12278|-0.41061|0.96687|-0.15598|-0.036084|-0.97911|-0.96462|-0.95028|0.045764|0.019777|0.0050259|-0.013507|-0.089405|-0.51228|-0.10451|-0.034429|0.099974|-0.54626|-0.4494|-0.35017|-0.062239|-0.049853|-0.046734|-0.39081|-0.58129|-0.48064|-0.1022|-0.23697|-0.1022|-0.23697|-0.14406|-0.020285|-0.35593|-0.41321|-0.51749|-0.54889|-0.054358|-0.071302|-0.42233|-0.16071|-0.20852|-0.45215|-0.08162|-0.14137|-0.49139|-0.031059|-0.094056|-0.53149|-0.40198|-0.46789|-0.31728|-0.59314|-0.4438|-0.42226|-0.15312|-0.4089|-0.029912|-0.013954|-0.4425|-0.4948|-0.56118|-0.56493
"71"|12|"WALKING_DOWNSTAIRS"|0.28152|-0.018084|-0.10956|0.042408|0.11084|-0.42502|0.94986|-0.1787|-0.056105|-0.9595|-0.9433|-0.9354|0.06215|-0.011929|0.0048526|0.0063191|0.062922|-0.49866|-0.11253|-0.042734|0.089543|-0.36214|-0.47629|-0.33781|-0.026467|-0.060918|-0.065324|-0.27861|-0.51748|-0.36523|0.018314|0.097261|0.018314|0.097261|-0.10709|0.065578|-0.21335|-0.32046|-0.44283|-0.45245|0.023505|0.15051|-0.40212|0.048335|0.01675|-0.48739|-0.0070147|0.0063941|-0.45161|-0.072311|0.051512|-0.54446|-0.17886|-0.42063|-0.21277|-0.42236|-0.51892|-0.44851|0.14802|-0.10512|0.076997|0.042063|-0.34494|-0.42355|-0.45823|-0.48678
"72"|12|"WALKING_UPSTAIRS"|0.27297|-0.026357|-0.10734|-0.29015|-0.10382|-0.4367|0.93837|-0.25914|-0.07025|-0.96025|-0.94138|-0.93807|0.072866|-0.0068949|0.0090666|-0.35986|-0.31133|-0.71934|-0.093123|-0.041131|0.089802|-0.52666|-0.52295|-0.34961|-0.045564|-0.033541|-0.065317|-0.55|-0.7612|-0.60641|-0.22918|-0.28584|-0.22918|-0.28584|-0.43247|-0.32983|-0.31656|-0.52569|-0.67497|-0.71341|-0.32145|-0.16834|-0.56084|-0.27893|-0.13018|-0.4186|-0.38584|-0.33308|-0.68793|-0.3906|-0.33593|-0.75011|-0.42636|-0.60471|-0.40608|-0.56046|-0.48392|-0.3961|-0.29001|-0.39529|-0.32088|-0.34657|-0.59403|-0.56444|-0.71433|-0.73313
"73"|13|"LAYING"|0.27672|-0.02044|-0.10433|-0.96889|-0.95095|-0.95039|-0.15685|0.6564|0.59888|-0.95788|-0.97595|-0.95989|0.076777|0.018344|-0.0098839|-0.98542|-0.98015|-0.98307|-0.0097361|-0.096625|0.11782|-0.97214|-0.9627|-0.96735|-0.10184|-0.041774|-0.064877|-0.9814|-0.97885|-0.9898|-0.96052|-0.94794|-0.96052|-0.94794|-0.98547|-0.98007|-0.9443|-0.94469|-0.98545|-0.97511|-0.97472|-0.96584|-0.9663|-0.96696|-0.94746|-0.94585|-0.9852|-0.98038|-0.98099|-0.98708|-0.98139|-0.98367|-0.96946|-0.96869|-0.96913|-0.97345|-0.95994|-0.9698|-0.95954|-0.94943|-0.98075|-0.97804|-0.95768|-0.94613|-0.97815|-0.9728
"74"|13|"SITTING"|0.27433|-0.0058773|-0.097247|-0.98955|-0.93897|-0.93864|0.92558|0.10177|0.075777|-0.98138|-0.95135|-0.93098|0.075287|-0.0011234|-0.02324|-0.99283|-0.98427|-0.98761|-0.035512|-0.090269|0.082343|-0.98584|-0.97967|-0.9669|-0.09592|-0.041037|-0.046612|-0.99137|-0.99177|-0.98986|-0.95769|-0.93794|-0.95769|-0.93794|-0.9895|-0.98881|-0.95114|-0.96394|-0.9926|-0.99141|-0.99014|-0.95967|-0.95618|-0.98941|-0.93367|-0.93419|-0.99268|-0.98391|-0.98526|-0.99368|-0.98591|-0.98861|-0.98322|-0.98246|-0.96838|-0.98671|-0.97827|-0.96945|-0.9569|-0.93853|-0.98835|-0.98833|-0.97326|-0.96427|-0.99172|-0.99122
"75"|13|"STANDING"|0.27776|-0.016789|-0.11212|-0.99102|-0.94942|-0.96754|0.9427|-0.23994|-0.052486|-0.99223|-0.97468|-0.97683|0.075863|0.0076204|-0.00070498|-0.98764|-0.9777|-0.98693|-0.029549|-0.075321|0.085471|-0.95558|-0.97172|-0.97344|-0.09812|-0.041287|-0.053926|-0.97847|-0.98098|-0.98518|-0.97156|-0.96852|-0.97156|-0.96852|-0.9868|-0.98187|-0.95783|-0.94498|-0.98364|-0.9762|-0.98943|-0.95943|-0.97757|-0.99182|-0.94718|-0.96405|-0.9882|-0.97775|-0.98461|-0.98819|-0.97941|-0.98787|-0.95715|-0.97291|-0.97439|-0.95582|-0.97143|-0.97553|-0.97239|-0.97045|-0.98198|-0.98062|-0.95749|-0.94686|-0.9772|-0.97647
"76"|13|"WALKING"|0.27588|-0.018566|-0.11143|-0.34698|0.14187|-0.2205|0.91086|-0.28366|-0.1313|-0.97254|-0.9609|-0.94864|0.080959|0.0030836|0.0059725|-0.22091|0.056549|-0.37463|-0.017421|-0.079847|0.078421|-0.37606|-0.29002|-0.36337|-0.09666|-0.031985|-0.063669|-0.21681|-0.35776|-0.34177|-0.13564|-0.29255|-0.13564|-0.29255|-0.13321|-0.13179|-0.21867|-0.25324|-0.30351|-0.32212|-0.33503|0.095515|-0.24685|-0.3533|0.092197|-0.2699|-0.29046|-0.04392|-0.34226|-0.21972|0.094674|-0.40617|-0.19286|-0.25621|-0.27661|-0.43571|-0.31862|-0.45533|-0.2346|-0.43839|-0.15211|-0.11359|-0.26747|-0.37995|-0.33853|-0.34929
"77"|13|"WALKING_DOWNSTAIRS"|0.29491|-0.014372|-0.10199|-0.068156|-0.032125|-0.15833|0.94188|-0.21156|-0.095082|-0.95264|-0.92854|-0.89396|0.1017|-0.0075187|-0.025298|-0.074091|-0.14903|-0.31705|-0.12267|-0.023721|0.11128|-0.41701|-0.19885|-0.32277|-0.06472|-0.066941|-0.051202|-0.46374|-0.25916|-0.36709|-0.029463|-0.01561|-0.029463|-0.01561|-0.12793|-0.043396|-0.10211|-0.23676|-0.32355|-0.27649|-0.07266|-0.036454|-0.15118|-0.068044|-0.092444|-0.23332|-0.11485|-0.20781|-0.27614|-0.11474|-0.14178|-0.35658|-0.31968|-0.13383|-0.21291|-0.45219|-0.24966|-0.42701|0.052879|-0.21091|-0.028216|-0.070989|-0.20612|-0.40056|-0.2664|-0.34309
"78"|13|"WALKING_UPSTAIRS"|0.2582|-0.027739|-0.12577|-0.29628|0.10447|-0.21721|0.84763|-0.3574|-0.20751|-0.94644|-0.92205|-0.91027|0.069244|-0.0012801|-0.025413|-0.48733|-0.32333|-0.66092|-0.13829|0.0038197|0.11668|-0.54107|-0.40357|-0.21181|-0.066482|-0.045305|-0.066165|-0.63104|-0.67881|-0.55088|-0.10115|-0.32634|-0.10115|-0.32634|-0.45619|-0.45123|-0.23718|-0.41566|-0.63196|-0.66922|-0.38246|-0.063656|-0.40479|-0.26608|0.11466|-0.18484|-0.50621|-0.369|-0.6315|-0.51434|-0.3194|-0.68924|-0.48211|-0.49218|-0.25534|-0.56291|-0.36428|-0.27253|-0.36752|-0.40907|-0.4251|-0.49109|-0.48548|-0.47077|-0.65609|-0.71226
"79"|14|"LAYING"|0.23328|-0.011342|-0.086833|-0.9175|-0.9097|-0.90033|-0.14548|0.4854|0.83656|-0.86214|-0.94877|-0.9013|0.09814|-0.0083151|-0.03236|-0.97147|-0.96813|-0.97243|0.0050522|-0.15342|0.14912|-0.95722|-0.9325|-0.9523|-0.10545|-0.037268|-0.056617|-0.97027|-0.96804|-0.97971|-0.90598|-0.85659|-0.90598|-0.85659|-0.97258|-0.96645|-0.90467|-0.91343|-0.97562|-0.96401|-0.93394|-0.93037|-0.92788|-0.91197|-0.90522|-0.89406|-0.97201|-0.96934|-0.96859|-0.97349|-0.96911|-0.97491|-0.94996|-0.93809|-0.94911|-0.95974|-0.92996|-0.95779|-0.89946|-0.85961|-0.96799|-0.96361|-0.93015|-0.91776|-0.96646|-0.96367
"80"|14|"SITTING"|0.27999|-0.0087057|-0.1004|-0.9763|-0.91494|-0.92277|0.93904|-0.036453|-0.094597|-0.97628|-0.95032|-0.93842|0.074188|-0.0043619|-0.010574|-0.98089|-0.96783|-0.97613|-0.04404|-0.071348|0.092852|-0.98083|-0.96205|-0.9529|-0.092161|-0.043458|-0.052012|-0.99028|-0.98691|-0.98282|-0.9442|-0.9255|-0.9442|-0.9255|-0.97652|-0.97334|-0.94276|-0.94708|-0.98832|-0.98696|-0.97646|-0.93264|-0.94413|-0.9763|-0.91159|-0.91768|-0.98157|-0.96895|-0.97275|-0.98192|-0.96894|-0.97818|-0.97858|-0.96981|-0.95702|-0.98157|-0.95823|-0.95603|-0.94059|-0.92919|-0.97299|-0.97296|-0.96332|-0.94652|-0.98732|-0.98707
"81"|14|"STANDING"|0.28055|-0.015208|-0.10382|-0.97327|-0.92853|-0.92228|0.87532|-0.22669|-0.33817|-0.97201|-0.96578|-0.94076|0.073793|0.0057957|-0.0072078|-0.97825|-0.96636|-0.97077|-0.022089|-0.055811|0.079048|-0.96109|-0.94628|-0.94659|-0.10072|-0.04501|-0.050904|-0.96995|-0.97069|-0.97469|-0.94346|-0.93674|-0.94346|-0.93674|-0.97297|-0.97044|-0.94353|-0.93143|-0.97487|-0.96683|-0.9727|-0.94218|-0.94242|-0.97361|-0.92606|-0.91778|-0.97818|-0.96725|-0.96672|-0.9804|-0.96783|-0.97359|-0.95711|-0.95084|-0.951|-0.96274|-0.94431|-0.95016|-0.94972|-0.9398|-0.97021|-0.96968|-0.94441|-0.93482|-0.96918|-0.96602
"82"|14|"WALKING"|0.27196|-0.021779|-0.10676|-0.40264|-0.053613|0.051884|0.80297|-0.27031|-0.4225|-0.97482|-0.95446|-0.94752|0.072088|0.024116|0.019972|-0.4545|-0.34434|-0.47279|-0.0034766|-0.082968|0.051322|-0.60039|-0.014839|-0.12609|-0.11066|-0.043897|-0.038883|-0.57176|-0.53674|-0.49719|-0.1444|-0.36381|-0.1444|-0.36381|-0.37729|-0.43975|-0.13721|-0.2014|-0.5199|-0.6061|-0.4215|-0.1746|-0.17737|-0.39586|-0.054271|0.085489|-0.47236|-0.37677|-0.4159|-0.4848|-0.35353|-0.52889|-0.5086|-0.21589|-0.21293|-0.63008|0.083295|-0.18023|-0.37352|-0.45749|-0.43159|-0.45343|-0.31139|-0.2655|-0.59104|-0.65568
"83"|14|"WALKING_DOWNSTAIRS"|0.29342|-0.020014|-0.092833|0.017831|0.37887|0.45158|0.8163|-0.26425|-0.39256|-0.9191|-0.92073|-0.87957|0.042863|0.029134|0.010495|0.01296|0.19279|-0.13363|-0.014708|-0.094529|0.035334|-0.35455|0.05699|0.3562|-0.10862|-0.074059|-0.061598|-0.537|-0.28432|0.091386|0.18554|0.42841|0.18554|0.42841|0.03536|0.19471|0.16634|-0.066514|-0.27512|-0.27474|0.021254|0.37148|0.28074|0.014083|0.29363|0.42756|-0.033782|0.16478|-0.024879|-0.03024|0.13874|-0.24486|-0.29532|0.013208|0.49241|-0.37888|0.074139|0.18279|0.47191|0.17868|0.18622|0.19426|-0.078757|-0.22393|-0.25475|-0.35685
